datetime,1年中债国债到期收益率,3个月中债国债到期收益率,10年中债国债到期收益率,纳斯达克综合指数
2015/2/9,3.0856,3.1228,3.4236,4726.01
2015/2/10,3.0932,3.1516,3.4299,4787.65
2015/2/11,3.0928,3.1516,3.3955,4801.18
2015/2/12,3.0872,3.1388,3.3865,4857.61
2015/2/13,3.0859,3.1088,3.3552,4893.84
2015/2/15,3.0656,3.1135,3.3625,
2015/2/16,3.0801,3.0756,3.3374,
2015/2/17,3.0624,3.0756,3.3373,4899.27
2015/2/18,,,,4906.36
2015/2/19,,,,4924.7
2015/2/20,,,,4955.97
2015/2/23,,,,4960.97
2015/2/24,,,,4968.12
2015/2/25,3.0353,3.0656,3.349,4967.14
2015/2/26,3.0353,3.0491,3.3594,4987.89
2015/2/27,3.0438,3.0691,3.3745,4963.53
2015/2/28,3.0396,3.0991,3.3602,
2015/3/2,3.0488,3.0811,3.3883,5008.1
2015/3/3,3.0341,3.0511,3.4022,4979.9
2015/3/4,3.0291,3.0811,3.3869,4967.14
2015/3/5,3.0518,3.0811,3.4369,4982.81
2015/3/6,3.0576,3.1061,3.4753,4927.37
2015/3/9,3.0787,3.191,3.4922,4942.44
2015/3/10,3.0812,3.1942,3.5228,4859.8
2015/3/11,3.0615,3.1763,3.4466,4849.94
2015/3/12,3.0495,3.1469,3.4412,4893.29
2015/3/13,3.0944,3.1676,3.4879,4871.76
2015/3/16,3.0944,3.1496,3.5301,4929.51
2015/3/17,3.1142,3.1496,3.5428,4937.43
2015/3/18,3.1042,3.1303,3.5519,4982.83
2015/3/19,3.0992,3.1192,3.5348,4992.38
2015/3/20,3.102,3.1192,3.4958,5026.42
2015/3/23,3.1032,3.1424,3.4933,5010.97
2015/3/24,3.1031,3.1374,3.4841,4994.73
2015/3/25,3.1183,3.1574,3.5037,4876.52
2015/3/26,3.1483,3.2063,3.544,4863.36
2015/3/27,3.1833,3.2736,3.5678,4891.22
2015/3/30,3.1833,3.2936,3.5849,4947.44
2015/3/31,3.2236,3.2673,3.6483,4900.89
2015/4/1,3.2186,3.2267,3.5997,4880.23
2015/4/2,3.1743,3.137,3.5438,4886.94
2015/4/3,3.1753,3.137,3.572,
2015/4/6,,,,4917.32
2015/4/7,3.1801,3.153,3.5987,4910.23
2015/4/8,3.1802,3.119,3.6938,4950.82
2015/4/9,3.1202,3.019,3.704,4974.57
2015/4/10,3.1602,3.039,3.6947,4995.98
2015/4/13,3.1602,3.0072,3.6685,4988.25
2015/4/14,3.1302,3.0327,3.6211,4977.29
2015/4/15,3.1002,3.0501,3.5954,5011.02
2015/4/16,3.0729,3.0498,3.56,5007.79
2015/4/17,3.1628,3.0448,3.5627,4931.81
2015/4/20,3.0872,2.955,3.4554,4994.6
2015/4/21,3.0092,2.885,3.4055,5014.1
2015/4/22,3.0152,2.8283,3.4052,5035.17
2015/4/23,2.9713,2.8199,3.4151,5056.06
2015/4/24,2.9276,2.8198,3.4454,5092.09
2015/4/27,2.8663,2.6971,3.3952,5060.25
2015/4/28,2.8266,2.7071,3.3804,5055.42
2015/4/29,2.8267,2.7071,3.4,5023.64
2015/4/30,2.694,2.7044,3.3503,4941.42
2015/5/1,,,,5005.39
2015/5/4,2.7296,2.6244,3.3804,5016.93
2015/5/5,2.7278,2.6531,3.4006,4939.33
2015/5/6,2.708,2.5531,3.456,4919.65
2015/5/7,2.6912,2.5419,3.4401,4945.54
2015/5/8,2.6821,2.5146,3.3703,5003.55
2015/5/11,2.6562,2.4198,3.3752,4993.57
2015/5/12,2.5691,2.3427,3.4002,4976.19
2015/5/13,2.4501,2.1927,3.4002,4981.69
2015/5/14,2.3557,2.0701,3.3803,5050.8
2015/5/15,2.344,2.0574,3.3907,5048.29
2015/5/18,2.374,2.0129,3.4109,5078.44
2015/5/19,2.4574,2.0447,3.4311,5070.03
2015/5/20,2.4391,2.0598,3.4282,5071.74
2015/5/21,2.4373,2.0998,3.4257,5090.79
2015/5/22,2.3822,2.0622,3.416,5089.36
2015/5/25,2.2462,2.1122,3.431,
2015/5/26,2.0338,1.9901,3.5214,5032.75
2015/5/27,1.8707,1.9167,3.5055,5106.59
2015/5/28,1.9369,1.9913,3.5652,5097.98
2015/5/29,1.9387,2.0038,3.5954,5070.03
2015/6/1,1.9947,2.0238,3.6404,5082.93
2015/6/2,1.9651,2.0036,3.588,5076.52
2015/6/3,1.9356,1.9531,3.6111,5099.23
2015/6/4,1.8813,1.9131,3.5912,5059.13
2015/6/5,1.8763,1.9409,3.5814,5068.46
2015/6/8,1.8576,1.8605,3.5613,5021.63
2015/6/9,1.7786,1.9005,3.5565,5013.87
2015/6/10,1.7097,1.8131,3.5912,5076.69
2015/6/11,1.7103,1.7831,3.6197,5082.51
2015/6/12,1.687,1.7431,3.6226,5051.1
2015/6/15,1.6482,1.7742,3.6681,5029.97
2015/6/16,1.6407,1.7667,3.6099,5055.55
2015/6/17,1.689,1.7996,3.6052,5064.88
2015/6/18,1.7044,1.8022,3.573,5132.95
2015/6/19,1.7494,1.8492,3.5825,5117
2015/6/22,,,,5153.97
2015/6/23,1.7159,1.8354,3.6054,5160.1
2015/6/24,1.7165,1.8275,3.6079,5122.41
2015/6/25,1.7128,1.8151,3.6028,5112.19
2015/6/26,1.7628,1.8151,3.608,5080.51
2015/6/29,1.7528,1.7912,3.603,4958.47
2015/6/30,1.7378,1.9197,3.5976,4986.87
2015/7/1,1.7378,1.9684,3.6127,5013.12
2015/7/2,1.7745,1.9883,3.6223,5009.21
2015/7/3,1.774,1.9641,3.5719,
2015/7/6,1.7455,1.9327,3.4917,4991.94
2015/7/7,1.9155,1.9161,3.4361,4997.46
2015/7/8,2.2655,1.9634,3.4307,4909.76
2015/7/9,2.2655,2.0827,3.4358,4922.4
2015/7/10,2.3555,2.2668,3.4885,4997.7
2015/7/13,2.4455,2.3095,3.5014,5071.51
2015/7/14,2.4486,2.3603,3.5341,5104.89
2015/7/15,2.4368,2.3352,3.5495,5098.94
2015/7/16,2.4471,2.3767,3.5208,5163.18
2015/7/17,2.4501,2.3894,3.5123,5210.14
2015/7/20,2.4583,2.3387,3.5009,5218.86
2015/7/21,2.4417,2.3273,3.5214,5208.12
2015/7/22,2.4071,2.2183,3.5145,5171.77
2015/7/23,2.3335,2.1183,3.4751,5146.41
2015/7/24,2.336,2.1189,3.4602,5088.63
2015/7/27,2.3113,2.0589,3.4602,5039.78
2015/7/28,2.2617,2.1022,3.4401,5089.21
2015/7/29,2.2388,2.1522,3.4302,5111.73
2015/7/30,2.2318,2.181,3.4402,5128.79
2015/7/31,2.253,2.212,3.4752,5128.28
2015/8/3,2.3038,2.2003,3.47,5115.38
2015/8/4,2.3254,2.1743,3.47,5105.55
2015/8/5,2.2428,2.1469,3.4701,5139.95
2015/8/6,2.2073,2.1665,3.46,5056.44
2015/8/7,2.1753,2.0865,3.4553,5043.54
2015/8/10,2.1843,2.1567,3.4755,5101.8
2015/8/11,2.2433,2.2377,3.5256,5036.79
2015/8/12,2.3181,2.2191,3.5402,5044.39
2015/8/13,2.2883,2.2484,3.5153,5033.56
2015/8/14,2.3273,2.2023,3.5052,5048.24
2015/8/17,2.2466,2.2509,3.5176,5091.7
2015/8/18,2.2621,2.2395,3.5126,5059.35
2015/8/19,2.2571,2.2509,3.5201,5019.05
2015/8/20,2.2608,2.2996,3.5051,4877.49
2015/8/21,2.2608,2.2524,3.4951,4706.04
2015/8/24,2.2807,2.2111,3.4701,4526.25
2015/8/25,2.28,2.2337,3.4577,4506.49
2015/8/26,2.2657,2.2537,3.429,4697.54
2015/8/27,2.2661,2.2737,3.3902,4812.71
2015/8/28,2.2735,2.2495,3.3803,4828.33
2015/8/31,2.2519,2.2608,3.3252,4776.51
2015/9/1,2.2628,2.2549,3.3002,4636.11
2015/9/2,2.2586,2.2434,3.3002,4749.98
2015/9/3,,,,4733.5
2015/9/4,,,,4683.92
2015/9/6,2.254,2.1862,3.3203,
2015/9/7,2.2643,2.2133,3.3353,
2015/9/8,2.2737,2.2482,3.3603,4811.93
2015/9/9,2.2543,2.2068,3.3478,4756.53
2015/9/10,2.2546,2.2078,3.3453,4796.25
2015/9/11,2.2543,2.2194,3.3404,4822.34
2015/9/14,2.2862,2.1707,3.3303,4805.76
2015/9/15,2.3261,2.1769,3.3104,4860.52
2015/9/16,2.333,2.1671,3.3103,4889.24
2015/9/17,2.3062,2.197,3.3204,4893.95
2015/9/18,2.3292,2.227,3.3105,4827.23
2015/9/21,2.3271,2.2646,3.3204,4828.96
2015/9/22,2.3078,2.2492,3.3255,4756.72
2015/9/23,2.3086,2.2525,3.3354,4752.74
2015/9/24,2.2893,2.2641,3.318,4734.48
2015/9/25,2.3625,2.2533,3.3101,4686.5
2015/9/28,2.4032,2.242,3.2906,4543.97
2015/9/29,2.389,2.1939,3.2457,4517.32
2015/9/30,2.3919,2.2139,3.2362,4620.17
2015/10/1,,,,4627.08
2015/10/2,,,,4707.78
2015/10/5,,,,4781.26
2015/10/6,,,,4748.36
2015/10/7,,,,4791.15
2015/10/8,2.4031,2.1806,3.2409,4810.79
2015/10/9,2.4091,2.2259,3.1486,4830.47
2015/10/10,2.4116,2.2348,3.1612,
2015/10/12,2.4269,2.2553,3.1488,4838.64
2015/10/13,2.4186,2.2753,3.1064,4796.61
2015/10/14,2.4084,2.3474,3.0414,4782.85
2015/10/15,2.419,2.3395,3.0814,4870.1
2015/10/16,2.432,2.3425,3.1216,4886.69
2015/10/19,2.4286,2.3513,3.1214,4905.47
2015/10/20,2.4255,2.358,3.0615,4880.97
2015/10/21,2.4273,2.3516,3.0616,4840.12
2015/10/22,2.4234,2.3537,3.0516,4920.05
2015/10/23,2.4454,2.3516,3.04,5031.86
2015/10/26,2.4237,2.3708,3.02,5034.7
2015/10/27,2.3748,2.388,2.98,5030.15
2015/10/28,2.3698,2.3628,2.987,5095.69
2015/10/29,2.3683,2.3414,3.05,5074.27
2015/10/30,2.3513,2.3564,3.06,5053.75
2015/11/2,2.4032,2.3254,3.0525,5127.15
2015/11/3,2.4284,2.3388,3.08,5145.13
2015/11/4,2.4312,2.3516,3.1351,5142.48
2015/11/5,2.4342,2.3216,3.115,5127.74
2015/11/6,2.463,2.3649,3.125,5147.12
2015/11/9,2.5389,2.4834,3.2099,5095.3
2015/11/10,2.555,2.5145,3.2001,5083.24
2015/11/11,2.5616,2.4567,3.1226,5067.02
2015/11/12,2.5499,2.5204,3.1351,5005.08
2015/11/13,2.5589,2.5204,3.1251,4927.88
2015/11/16,2.6041,2.5469,3.1352,4984.62
2015/11/17,2.5911,2.5224,3.1252,4986.02
2015/11/18,2.5907,2.5222,3.1402,5075.2
2015/11/19,2.5948,2.5093,3.1402,5073.64
2015/11/20,2.5764,2.5043,3.1251,5104.92
2015/11/23,2.5849,2.5252,3.1302,5102.48
2015/11/24,2.5676,2.5307,3.1077,5102.81
2015/11/25,2.5802,2.5211,3.0853,5116.14
2015/11/26,2.5639,2.4969,3.0503,
2015/11/27,2.5738,2.5169,3.0603,5127.52
2015/11/30,2.5754,2.5701,3.0404,5108.67
2015/12/1,2.5754,2.5743,3.0504,5156.31
2015/12/2,2.5656,2.5499,3.0454,5123.22
2015/12/3,2.5506,2.5627,3.0304,5037.53
2015/12/4,2.5351,2.5033,3.0254,5142.27
2015/12/7,2.5201,2.5098,3.028,5101.81
2015/12/8,2.4911,2.4713,3.0005,5098.24
2015/12/9,2.4866,2.4516,2.9968,5022.87
2015/12/10,2.4841,2.4411,3.0018,5045.17
2015/12/11,2.4644,2.3967,2.9931,4933.47
2015/12/14,2.4523,2.4019,3.0306,4952.23
2015/12/15,2.4474,2.4038,3.0157,4995.36
2015/12/16,2.4028,2.3988,3.0007,5071.13
2015/12/17,2.3907,2.3821,2.9857,5002.55
2015/12/18,2.3647,2.3661,2.9408,4923.08
2015/12/21,2.3601,2.3332,2.8811,4968.92
2015/12/22,2.3204,2.3301,2.861,5001.11
2015/12/23,2.3332,2.3505,2.846,5045.93
2015/12/24,2.3135,2.3302,2.801,5048.49
2015/12/25,2.2946,2.3061,2.8061,
2015/12/28,2.3076,2.3015,2.7961,5040.99
2015/12/29,2.3076,2.3015,2.8061,5107.94
2015/12/30,2.2979,2.2656,2.8261,5065.85
2015/12/31,2.2979,2.2507,2.8212,5007.41
2016/1/4,2.3479,2.3002,2.871,4903.09
2016/1/5,2.368,2.3,2.8911,4891.43
2016/1/6,2.369,2.3296,2.8861,4835.77
2016/1/7,2.37,2.3473,2.8511,4689.43
2016/1/8,2.3634,2.3219,2.8362,4643.63
2016/1/11,2.3511,2.3099,2.8187,4637.99
2016/1/12,2.3054,2.3081,2.7887,4685.92
2016/1/13,2.2804,2.2773,2.7237,4526.06
2016/1/14,2.2793,2.2589,2.7513,4615
2016/1/15,2.2782,2.2292,2.7464,4488.42
2016/1/18,2.2618,2.2491,2.7764,
2016/1/19,2.2724,2.2502,2.7964,4476.95
2016/1/20,2.3105,2.3959,2.8114,4471.69
2016/1/21,2.3006,2.3266,2.7914,4472.06
2016/1/22,2.306,2.2591,2.7741,4591.18
2016/1/25,2.3109,2.28,2.859,4518.49
2016/1/26,2.311,2.2499,2.8616,4567.67
2016/1/27,2.3519,2.2913,2.9016,4468.17
2016/1/28,2.3608,2.2871,2.8866,4506.68
2016/1/29,2.3214,2.2276,2.8419,4613.95
2016/2/1,2.3109,2.2305,2.8368,4620.37
2016/2/2,2.3208,2.2406,2.8818,4516.95
2016/2/3,2.316,2.219,2.8918,4504.24
2016/2/4,2.316,2.2505,2.855,4509.56
2016/2/5,2.3259,2.2271,2.8535,4363.14
2016/2/6,2.3268,2.2271,2.8535,
2016/2/8,,,,4283.75
2016/2/9,,,,4268.76
2016/2/10,,,,4283.59
2016/2/11,,,,4266.84
2016/2/12,,,,4337.51
2016/2/14,2.3018,2.256,2.8221,
2016/2/15,2.3192,2.251,2.8371,
2016/2/16,2.3452,2.2551,2.8376,4435.96
2016/2/17,2.2817,2.2324,2.8351,4534.06
2016/2/18,2.2718,2.2371,2.8351,4487.54
2016/2/19,2.251,2.1541,2.8251,4504.43
2016/2/22,2.2678,2.0626,2.8426,4570.61
2016/2/23,2.2622,2.1082,2.8451,4503.58
2016/2/24,2.2638,2.1034,2.8676,4542.67
2016/2/25,2.2834,2.1178,2.8651,4582.21
2016/2/26,2.2764,2.0511,2.8551,4590.47
2016/2/29,2.2576,2.1012,2.8502,4557.95
2016/3/1,2.2086,2.1141,2.8527,4689.6
2016/3/2,2.2093,2.0806,2.8752,4703.42
2016/3/3,2.2132,2.0513,2.9002,4707.42
2016/3/4,2.1742,2.0166,2.8952,4717.02
2016/3/7,2.1902,2.0365,2.9303,4708.25
2016/3/8,2.187,2.0074,2.9352,4648.83
2016/3/9,2.1864,1.9781,2.8928,4674.38
2016/3/10,2.1895,2.0004,2.8653,4662.16
2016/3/11,2.1612,1.9402,2.8453,4748.47
2016/3/14,2.1469,1.9707,2.8504,4750.28
2016/3/15,2.1275,1.9873,2.8404,4728.67
2016/3/16,2.1012,1.9803,2.8054,4763.97
2016/3/17,2.0788,1.9902,2.8154,4774.99
2016/3/18,2.0551,1.9573,2.8229,4795.65
2016/3/21,2.0552,1.9914,2.8305,4808.87
2016/3/22,2.0842,2.0006,2.8304,4821.66
2016/3/23,2.0589,2.0196,2.8307,4768.86
2016/3/24,2.069,2.0298,2.8309,4773.51
2016/3/25,2.053,1.9771,2.8311,
2016/3/28,2.0918,1.9539,2.8665,4766.79
2016/3/29,2.1039,1.9894,2.851,4846.62
2016/3/30,2.0796,2.0012,2.8362,4869.3
2016/3/31,2.0861,2.0187,2.8419,4869.85
2016/4/1,2.0964,2.0008,2.8422,4914.54
2016/4/4,,,,4891.8
2016/4/5,2.0854,2.0156,2.8637,4843.93
2016/4/6,2.1057,2.0487,2.8689,4920.72
2016/4/7,2.1358,2.0708,2.9049,4848.37
2016/4/8,2.1677,2.0577,2.9158,4850.69
2016/4/11,2.1776,2.0845,2.9091,4833.4
2016/4/12,2.1893,2.1064,2.91,4872.09
2016/4/13,2.2319,2.1257,2.9271,4947.42
2016/4/14,2.2259,2.1461,2.9352,4945.89
2016/4/15,2.2172,2.1111,2.9151,4938.22
2016/4/18,2.2187,2.0872,2.9047,4960.02
2016/4/19,2.2143,2.1006,2.906,4940.33
2016/4/20,2.2296,2.1016,2.9258,4948.13
2016/4/21,2.2349,2.1026,2.9208,4945.89
2016/4/22,2.2706,2.161,2.9309,4906.23
2016/4/25,2.3273,2.1999,2.9362,4895.79
2016/4/26,2.3011,2.1828,2.9212,4888.28
2016/4/27,2.2805,2.1775,2.9108,4863.14
2016/4/28,2.3029,2.2038,2.8863,4805.29
2016/4/29,2.307,2.194,2.8913,4775.36
2016/5/2,,,,4817.59
2016/5/3,2.2752,2.2098,2.889,4763.22
2016/5/4,2.3126,2.198,2.8965,4725.64
2016/5/5,2.35,2.2343,2.9017,4717.09
2016/5/6,2.3403,2.2153,2.9016,4736.16
2016/5/9,2.3526,2.2216,2.8818,4750.21
2016/5/10,2.3248,2.2186,2.9,4809.88
2016/5/11,2.3071,2.2107,2.9075,4760.69
2016/5/12,2.3002,2.1861,2.8975,4737.33
2016/5/13,2.2905,2.1999,2.905,4717.68
2016/5/16,2.2992,2.1999,2.9275,4775.46
2016/5/17,2.2989,2.2047,2.93,4715.73
2016/5/18,2.3131,2.2106,2.955,4739.12
2016/5/19,2.3143,2.2,2.96,4712.53
2016/5/20,2.3064,2.1904,2.95,4769.56
2016/5/23,2.3004,2.1797,2.955,4765.78
2016/5/24,2.3187,2.1749,2.935,4861.06
2016/5/25,2.313,2.181,2.9401,4894.89
2016/5/26,2.3194,2.1701,2.9401,4901.77
2016/5/27,2.3168,2.153,2.9451,4933.51
2016/5/30,2.3196,2.1682,2.9776,
2016/5/31,2.3201,2.1896,2.9851,4948.06
2016/6/1,2.3438,2.1902,2.9952,4952.25
2016/6/2,2.3753,2.2002,3.0127,4971.36
2016/6/3,2.3975,2.2021,3.0152,4942.52
2016/6/6,2.4022,2.1811,3.0041,4968.71
2016/6/7,2.3979,2.1684,3.0071,4961.75
2016/6/8,2.4041,2.1935,3.0077,4974.64
2016/6/9,,,,4958.62
2016/6/10,,,,4894.55
2016/6/12,2.416,2.1987,3.0053,
2016/6/13,2.413,2.2176,2.9979,4848.44
2016/6/14,2.4087,2.2153,2.9654,4843.55
2016/6/15,2.4071,2.2135,2.9604,4834.93
2016/6/16,2.4006,2.2076,2.9455,4844.92
2016/6/17,2.3989,2.183,2.9379,4800.34
2016/6/20,2.4061,2.1904,2.9481,4837.21
2016/6/21,2.4076,2.1859,2.9405,4843.76
2016/6/22,2.402,2.1815,2.9307,4833.32
2016/6/23,2.3979,2.2059,2.9307,4910.04
2016/6/24,2.4005,2.2022,2.8808,4707.98
2016/6/27,2.3985,2.1987,2.831,4594.44
2016/6/28,2.3917,2.1849,2.861,4691.87
2016/6/29,2.4022,2.187,2.8586,4779.25
2016/6/30,2.3901,2.1978,2.8411,4842.67
2016/7/1,2.3611,2.1951,2.8038,4862.57
2016/7/4,2.3611,2.1896,2.8314,
2016/7/5,2.3464,2.2129,2.8514,4822.9
2016/7/6,2.3317,2.227,2.8365,4859.16
2016/7/7,2.317,2.2049,2.8066,4876.81
2016/7/8,2.3074,2.1844,2.8016,4956.76
2016/7/11,2.3039,2.1923,2.8268,4988.64
2016/7/12,2.3131,2.196,2.8368,5022.82
2016/7/13,2.3295,2.2152,2.8494,5005.73
2016/7/14,2.3191,2.1931,2.8395,5034.06
2016/7/15,2.3187,2.1724,2.8271,5029.59
2016/7/18,2.2994,2.1638,2.8271,5055.78
2016/7/19,2.2938,2.155,2.8197,5036.37
2016/7/20,2.265,2.1575,2.7996,5089.93
2016/7/21,2.2404,2.1574,2.7806,5073.9
2016/7/22,2.2629,2.1553,2.7907,5100.16
2016/7/25,2.2629,2.1508,2.8068,5097.63
2016/7/26,2.2663,2.1512,2.7913,5110.05
2016/7/27,2.2423,2.1439,2.7967,5139.81
2016/7/28,2.2383,2.1509,2.7867,5154.98
2016/7/29,2.2394,2.1463,2.7768,5162.13
2016/8/1,2.2369,2.1465,2.783,5184.2
2016/8/2,2.2454,2.1168,2.7792,5137.73
2016/8/3,2.2157,2.1035,2.7718,5159.74
2016/8/4,2.196,2.0973,2.7694,5166.25
2016/8/5,2.186,2.0958,2.7534,5221.12
2016/8/8,2.1851,2.0743,2.7472,5213.14
2016/8/9,2.1789,2.0911,2.7125,5225.48
2016/8/10,2.169,2.0805,2.695,5204.58
2016/8/11,2.1531,2.0814,2.6875,5228.4
2016/8/12,2.1385,2.0648,2.6701,5232.9
2016/8/15,2.1302,2.0474,2.6401,5262.02
2016/8/16,2.0955,2.0279,2.6651,5227.11
2016/8/17,2.1004,2.031,2.6901,5228.66
2016/8/18,2.0904,2.0228,2.6801,5240.15
2016/8/19,2.1015,2.0008,2.7001,5238.38
2016/8/22,2.1032,1.9833,2.6801,5244.6
2016/8/23,2.1026,2.0153,2.7201,5260.08
2016/8/24,2.1108,2.0091,2.7301,5217.7
2016/8/25,2.1199,2.0005,2.7201,5212.2
2016/8/26,2.1262,2.0001,2.6927,5218.92
2016/8/29,2.1282,2.0035,2.7064,5232.33
2016/8/30,2.1286,2.0038,2.7527,5222.99
2016/8/31,2.116,2.0054,2.7425,5213.22
2016/9/1,2.113,2.0012,2.7452,5227.21
2016/9/2,2.1297,2.0249,2.7452,5249.9
2016/9/5,2.1267,2.0142,2.7503,
2016/9/6,2.1359,2.0491,2.7628,5275.91
2016/9/7,2.128,2.04,2.7853,5283.93
2016/9/8,2.1405,2.0492,2.7753,5259.48
2016/9/9,2.1622,2.0295,2.7678,5125.91
2016/9/12,2.1854,2.0299,2.7916,5211.89
2016/9/13,2.1722,2.0292,2.7654,5155.26
2016/9/14,2.1717,2.0893,2.7579,5173.77
2016/9/15,,,,5249.69
2016/9/16,,,,5244.57
2016/9/18,2.1834,2.0983,2.7655,
2016/9/19,2.1784,2.1101,2.7605,5235.03
2016/9/20,2.1734,2.0988,2.7431,5241.35
2016/9/21,2.1734,2.1025,2.7518,5295.18
2016/9/22,2.1634,2.0599,2.7456,5339.52
2016/9/23,2.1584,2.0487,2.7318,5305.75
2016/9/26,2.1534,2.0523,2.7157,5257.49
2016/9/27,2.1684,2.0434,2.7144,5305.71
2016/9/28,2.1684,2.0501,2.7244,5318.55
2016/9/29,2.1684,2.0347,2.7282,5269.15
2016/9/30,2.1584,2.0482,2.7258,5312
2016/10/3,,,,5300.87
2016/10/4,,,,5289.66
2016/10/5,,,,5316.02
2016/10/6,,,,5306.85
2016/10/7,,,,5292.41
2016/10/8,2.1507,2.0574,2.7047,
2016/10/9,2.16,2.0579,2.676,
2016/10/10,2.1487,2.0448,2.6735,5328.67
2016/10/11,2.1513,2.0222,2.6835,5246.79
2016/10/12,2.159,1.9957,2.7098,5239.02
2016/10/13,2.1467,1.9982,2.701,5213.33
2016/10/14,2.1381,1.9427,2.6952,5214.16
2016/10/17,2.1495,1.9803,2.6904,5199.82
2016/10/18,2.1446,1.975,2.6965,5243.84
2016/10/19,2.1361,1.9665,2.6664,5246.41
2016/10/20,2.1361,1.9519,2.6518,5241.83
2016/10/21,2.1461,1.9777,2.6451,5257.4
2016/10/24,2.1593,1.9765,2.6595,5309.83
2016/10/25,2.1493,1.9981,2.6859,5283.4
2016/10/26,2.1803,2.0293,2.72,5250.27
2016/10/27,2.187,2.0211,2.7068,5215.98
2016/10/28,2.1751,2.0087,2.7027,5190.1
2016/10/31,2.1711,2.0229,2.7425,5189.14
2016/11/1,2.1741,1.997,2.7375,5153.58
2016/11/2,2.1621,2.0009,2.7372,5105.57
2016/11/3,2.15,2.0052,2.7301,5058.41
2016/11/4,2.1391,1.9982,2.7339,5046.37
2016/11/7,2.1451,2.0113,2.7475,5166.17
2016/11/8,2.1451,2.0242,2.7634,5193.49
2016/11/9,2.1401,2.021,2.7651,5251.07
2016/11/10,2.1401,2.046,2.7926,5208.8
2016/11/11,2.1406,2.0432,2.815,5237.11
2016/11/14,2.1313,2.05,2.8577,5218.4
2016/11/15,2.1618,2.0514,2.8501,5275.62
2016/11/16,2.1514,2.052,2.8652,5294.58
2016/11/17,2.1813,2.072,2.9055,5333.97
2016/11/18,2.2258,2.0866,2.8901,5321.51
2016/11/21,2.2027,2.1316,2.8851,5368.86
2016/11/22,2.1753,2.1271,2.8689,5386.35
2016/11/23,2.1853,2.1225,2.8451,5380.69
2016/11/24,2.2002,2.1499,2.8502,
2016/11/25,2.2294,2.1295,2.865,5398.92
2016/11/28,2.22,2.1577,2.8502,5368.81
2016/11/29,2.2599,2.1931,2.8906,5379.92
2016/11/30,2.301,2.2976,2.9502,5323.68
2016/12/1,2.327,2.4006,2.9893,5251.11
2016/12/2,2.3509,2.3934,2.9895,5255.65
2016/12/5,2.3974,2.3805,3.0302,5308.89
2016/12/6,2.3702,2.3668,3.1151,5333
2016/12/7,2.3984,2.3809,3.0877,5393.76
2016/12/8,2.44,2.3677,3.0753,5417.36
2016/12/9,2.5096,2.4052,3.0853,5444.5
2016/12/12,2.5744,2.4564,3.1458,5412.54
2016/12/13,2.5995,2.3759,3.1863,5463.83
2016/12/14,2.7059,2.5396,3.2186,5436.67
2016/12/15,2.8556,2.6742,3.3315,5456.85
2016/12/16,2.9874,2.8714,3.2803,5437.16
2016/12/19,3.0491,3.0404,3.3316,5457.44
2016/12/20,3.0491,3.0948,3.3739,5483.94
2016/12/21,2.9194,3.0908,3.2815,5471.43
2016/12/22,2.8718,3.0496,3.1908,5447.42
2016/12/23,2.7165,2.8525,3.1769,5462.69
2016/12/26,2.7236,2.8517,3.1551,
2016/12/27,2.7348,2.8665,3.1628,5487.44
2016/12/28,2.7507,2.8563,3.1223,5438.56
